DATE,JOB POSITION,SENIORITY,INDUSTRY SECTOR,AMOUNT,PROMO CODE,TICKET CLASS,REFERRAL CHANNEL,,,,,,,,,,
2/19/2025,Sales Manager,C-Suite/SVP/VP/Director,"Academia, Non-profit, or other",$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
2/19/2025,President,President/Founder/Owner/Chairperson,"Academia, Non-profit, or other",$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
2/19/2025,President,President/Founder/Owner/Chairperson,Media,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/19/2025,Vice President,C-Suite/SVP/VP/Director,Technology Partner,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/19/2025,IT,C-Suite/SVP/VP/Director,Technology Partner,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/19/2025,Chief Marketing Officer,C-Suite/SVP/VP/Director,Retailer,$5.00,AFF_ALL_TIER2_04,Executive Pass I,Email,,,,,,,,,,
2/19/2025,Executive Director of Sales,C-Suite/SVP/VP/Director,Marketing Agency,$758.51,DISC_25,Executive Pass II,Email,,,,,,,,,,
2/19/2025,Senior Experience Designer,Manager/Senior Manager,Consultancy,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/19/2025,Lead Product Specialist,Manager/Senior Manager,Consultancy,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/19/2025,Group Engagement Director,C-Suite/SVP/VP/Director,Consultancy,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/19/2025,Business Development Manager,Manager/Senior Manager,Consultancy,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/19/2025,"Head of Sales, Yahoo Ads",C-Suite/SVP/VP/Director,Technology Partner,$5.00,AFF_ALL_TIER2_04,Executive Pass III,LinkedIn,,,,,,,,,,
2/19/2025,Principal,President/Founder/Owner/Chairperson,Consultancy,$5.00,AFF_ALL_TIER2_04,Executive Pass I,Email,,,,,,,,,,
2/18/2025,Chief Growth Officer,C-Suite/SVP/VP/Director,Brand,$5.00,AFF_ALL_TIER2_04,Executive Pass I,Email,,,,,,,,,,
2/18/2025,ceo,President/Founder/Owner/Chairperson,Retailer,$5.00,AFF_ALL_TIER2_03,Executive Pass I,LinkedIn,,,,,,,,,,
2/18/2025,ceo,President/Founder/Owner/Chairperson,Retailer,$5.00,AFF_ALL_TIER2_03,Executive Pass I,Email,,,,,,,,,,
2/18/2025,VP,C-Suite/SVP/VP/Director,Technology Partner,$5.00,AFF_WORK_TIER2_07,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/18/2025,Product Manager - Distribution,Manager/Senior Manager,Technology Partner,$84.75,ORGANIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/18/2025,Creative Director,Independent Contributor/Specialist,Marketing Agency,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/18/2025,VP of operations,C-Suite/SVP/VP/Director,Marketing Agency,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/18/2025,VP strategy,Independent Contributor/Specialist,Marketing Agency,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/18/2025,CEO,President/Founder/Owner/Chairperson,"Academia, Non-profit, or other",$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/18/2025,Manager,Independent Contributor/Specialist,Marketing Agency,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/18/2025,Associate,Independent Contributor/Specialist,Marketing Agency,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/18/2025,Solution Architect,Independent Contributor/Specialist,Technology Partner,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/18/2025,"Co-Founder, Creative Director",President/Founder/Owner/Chairperson,Marketing Agency,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/18/2025,"Business Engagement Lead, Advanced Analytics",Manager/Senior Manager,Brand,$5.00,AFF_ALL_TIER2_05,Executive Pass I,Email,,,,,,,,,,
2/18/2025,Director of Consulting Services,C-Suite/SVP/VP/Director,Technology Partner,"$1,576.35",ORGANIC,Executive Pass III,Email,,,,,,,,,,
2/18/2025,Co-CEO,President/Founder/Owner/Chairperson,Consultancy,$5.00,AFF_ALL_TIER2_05,Executive Pass II,LinkedIn,,,,,,,,,,
2/18/2025,"Senior Director, Partnerships",C-Suite/SVP/VP/Director,"Academia, Non-profit, or other",$5.00,AFF_ALL_TIER2_03,Executive Pass I,LinkedIn,,,,,,,,,,
2/18/2025,"Manager, Digital Marketing & eCommerce",Manager/Senior Manager,,$898.35,ORGANIC,Executive Pass I,Email,,,,,,,,,,
2/18/2025,Account Manager - National Sales,Manager/Senior Manager,Technology Partner,$5.00,AFF_WORK_TIER2_10,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/18/2025,Business Development Executive,C-Suite/SVP/VP/Director,Consultancy,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/18/2025,FOUNDER,President/Founder/Owner/Chairperson,Marketing Agency,$5.00,AFF_WORK_TIER2_02,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/18/2025,"Director, Revenue Operations",C-Suite/SVP/VP/Director,Technology Partner,$5.00,AFF_WORK_TIER2_07,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/18/2025,Founder & CEO,President/Founder/Owner/Chairperson,Technology Partner,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/18/2025,Consultant,Independent Contributor/Specialist,"Academia, Non-profit, or other",$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/18/2025,President,President/Founder/Owner/Chairperson,Retailer,$811.62,DISC_15,Executive Pass I,Email,,,,,,,,,,
2/17/2025,Project manager,Independent Contributor/Specialist,Consultancy,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/17/2025,CTO,C-Suite/SVP/VP/Director,Technology Partner,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/17/2025,Strategy and Partnerships,C-Suite/SVP/VP/Director,Consultancy,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/17/2025,Founder,President/Founder/Owner/Chairperson,Technology Partner,$5.00,AFF_WORK_TIER2_02,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/17/2025,Founder,President/Founder/Owner/Chairperson,Brand,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/17/2025,CEO,President/Founder/Owner/Chairperson,Brand,$5.00,AFF_WORK_TIER2_07,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/17/2025,#1 Bestselling Author & Online Sherpa,President/Founder/Owner/Chairperson,Marketing Agency,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/17/2025,Partner / Ecommerce Strategist,President/Founder/Owner/Chairperson,Technology Partner,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/17/2025,Partner / Project Manager,President/Founder/Owner/Chairperson,Technology Partner,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/17/2025,DevOps Engineer,Manager/Senior Manager,Marketing Agency,$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
2/17/2025,Account Manager,Manager/Senior Manager,Marketing Agency,$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
2/17/2025,Development Department Manager,Manager/Senior Manager,Marketing Agency,$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
2/17/2025,Director of Energetics,President/Founder/Owner/Chairperson,"Academia, Non-profit, or other",$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/17/2025,Chief of Division,Manager/Senior Manager,"Academia, Non-profit, or other",$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/16/2025,Account Executive,Manager/Senior Manager,Technology Partner,$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
2/16/2025,Country Manager - Canada,Manager/Senior Manager,Technology Partner,$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
2/16/2025,Customer Success Manager,Manager/Senior Manager,Technology Partner,$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
2/16/2025,CEO,President/Founder/Owner/Chairperson,Retailer,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/16/2025,President,President/Founder/Owner/Chairperson,Technology Partner,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/15/2025,President,President/Founder/Owner/Chairperson,Marketing Agency,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/15/2025,President,President/Founder/Owner/Chairperson,Marketing Agency,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/15/2025,Director of Marketing & Communications,C-Suite/SVP/VP/Director,Marketing Agency,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/15/2025,Managing Partner,President/Founder/Owner/Chairperson,Technology Partner,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/15/2025,Student,Independent Contributor/Specialist,"Academia, Non-profit, or other",$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/15/2025,PR specialist,Independent Contributor/Specialist,Marketing Agency,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/15/2025,Student,Independent Contributor/Specialist,"Academia, Non-profit, or other",$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/15/2025,CEO,President/Founder/Owner/Chairperson,Marketing Agency,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/15/2025,VP operations,C-Suite/SVP/VP/Director,Marketing Agency,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/15/2025,Director of strategy,C-Suite/SVP/VP/Director,Marketing Agency,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/15/2025,Creative director,Manager/Senior Manager,Marketing Agency,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/15/2025,Technology Manager,Manager/Senior Manager,Marketing Agency,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/15/2025,Managing Director,President/Founder/Owner/Chairperson,Marketing Agency,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/15/2025,Founder,President/Founder/Owner/Chairperson,Technology Partner,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/15/2025,Co-Founder,President/Founder/Owner/Chairperson,Technology Partner,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/14/2025,Direct Mail Specialist,Independent Contributor/Specialist,Technology Partner,$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
2/14/2025,Co-founder & COO,President/Founder/Owner/Chairperson,Technology Partner,$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
2/14/2025,Sr. Product Manager,Manager/Senior Manager,Technology Partner,$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
2/14/2025,Senior Product Manager,Independent Contributor/Specialist,Technology Partner,$5.00,AFF_WORK_TIER2_06,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/14/2025,Director of Events,C-Suite/SVP/VP/Director,"Academia, Non-profit, or other",$5.00,AFF_ALL_TIER2_03,Executive Pass I,LinkedIn,,,,,,,,,,
2/14/2025,Co-op Job Developer,Independent Contributor/Specialist,"Academia, Non-profit, or other",$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/14/2025,"Vice President Sales, Service & CX",C-Suite/SVP/VP/Director,Technology Partner,$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
2/14/2025,"Senior Director, Digital Experience",C-Suite/SVP/VP/Director,Consultancy,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/14/2025,Content Creator,President/Founder/Owner/Chairperson,Media,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/13/2025,"Manager, Media Partnerships",Manager/Senior Manager,Brand,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/13/2025,President,President/Founder/Owner/Chairperson,Consultancy,$5.00,AFF_WORK_TIER2_06,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/13/2025,Innovation lead,Manager/Senior Manager,Marketing Agency,$5.00,AFF_ALL_TIER2_05,Executive Pass II,Email,,,,,,,,,,
2/13/2025,Strategic Advisor,President/Founder/Owner/Chairperson,Technology Partner,$5.00,AFF_ALL_TIER2_04,Executive Pass III,LinkedIn,,,,,,,,,,
2/13/2025,E-COMMERCE ACTIVATION MANAGER,Independent Contributor/Specialist,Brand,$954.85,ORGANIC,Executive Pass I,Email,,,,,,,,,,
2/13/2025,DT Lead,Manager/Senior Manager,Brand,$954.85,ORGANIC,Executive Pass I,LinkedIn,,,,,,,,,,
2/13/2025,Director of Marketing,C-Suite/SVP/VP/Director,Retailer,$5.00,AFF_ALL_TIER2_03,Executive Pass I,Email,,,,,,,,,,
2/13/2025,Director of Marketing,C-Suite/SVP/VP/Director,Retailer,$5.00,AFF_WORK_TIER2_10,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/13/2025,"Senior Manager, Loyalty Portfolio Program & Roadmap Governance",Manager/Senior Manager,Retailer,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/13/2025,Chief Influence Officer,C-Suite/SVP/VP/Director,Brand,$5.00,AFF_WORK_TIER2_07,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/13/2025,"Director, Business Development",Manager/Senior Manager,Marketing Agency,$809.08,DISC_20,Executive Pass II,Email,,,,,,,,,,
2/13/2025,Sr. Analyst,Independent Contributor/Specialist,Retailer,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/12/2025,Sales,Manager/Senior Manager,Consultancy,$5.00,AFF_WORK_TIER2_01,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/12/2025,Enterprise Account Executive,Independent Contributor/Specialist,Technology Partner,$5.00,AFF_WORK_TIER2_10,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/12/2025,Consultant,President/Founder/Owner/Chairperson,Consultancy,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/12/2025,Manager,Manager/Senior Manager,Consultancy,$5.00,AFF_ALL_TIER2_04,Executive Pass III,LinkedIn,,,,,,,,,,
2/12/2025,CEO,President/Founder/Owner/Chairperson,Technology Partner,$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
2/12/2025,Chief Results Officer,President/Founder/Owner/Chairperson,Consultancy,$5.00,AFF_WORK_TIER2_02,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/12/2025,Manager,Manager/Senior Manager,Marketing Agency,$5.00,AFF_WORK_TIER2_06,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/12/2025,Growth Strategist,President/Founder/Owner/Chairperson,Marketing Agency,$5.00,AFF_WORK_TIER2_06,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/11/2025,Co-Founder & CEO,President/Founder/Owner/Chairperson,Technology Partner,$5.00,AFF_WORK_TIER2_01,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/11/2025,Managing Partner,President/Founder/Owner/Chairperson,Technology Partner,$5.00,AFF_WORK_TIER2_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/11/2025,President,President/Founder/Owner/Chairperson,Consultancy,$5.00,AFF_WORK_TIER2_01,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/11/2025,Interior Designer,President/Founder/Owner/Chairperson,Consultancy,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/11/2025,CEO,President/Founder/Owner/Chairperson,Marketing Agency,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/11/2025,CEO,C-Suite/SVP/VP/Director,"Academia, Non-profit, or other",$5.00,AFF_WORK_TIER2_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/11/2025,Data Analyst,Independent Contributor/Specialist,"Academia, Non-profit, or other",$5.00,AFF_WORK_TIER2_01,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/11/2025,Senior Sales Executive,C-Suite/SVP/VP/Director,Technology Partner,"$1,011.35",ORGANIC,Executive Pass II,LinkedIn,,,,,,,,,,
2/11/2025,Consultant,Independent Contributor/Specialist,Consultancy,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/11/2025,Strategic Partnerships,Manager/Senior Manager,"Academia, Non-profit, or other",$5.00,AFF_WORK_TIER2_01,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/11/2025,CEO,President/Founder/Owner/Chairperson,"Academia, Non-profit, or other",$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/11/2025,CEO,President/Founder/Owner/Chairperson,Marketing Agency,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/11/2025,Founder,President/Founder/Owner/Chairperson,Marketing Agency,$5.00,AFF_WORK_TIER2_01,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/11/2025,Founder,President/Founder/Owner/Chairperson,Technology Partner,$5.00,AFF_WORK_TIER2_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/11/2025,Creative Strategist,Manager/Senior Manager,Marketing Agency,$5.00,AFF_WORK_TIER2_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/11/2025,VP,President/Founder/Owner/Chairperson,Brand,$5.00,AFF_WORK_TIER2_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/11/2025,Managing Director,C-Suite/SVP/VP/Director,Media,$5.00,AFF_WORK_TIER2_02,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/11/2025,VP Sales,C-Suite/SVP/VP/Director,Media,$5.00,AFF_WORK_TIER2_02,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/11/2025,Managing Director,President/Founder/Owner/Chairperson,Consultancy,$5.00,AFF_WORK_TIER2_02,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/11/2025,Founder,President/Founder/Owner/Chairperson,Media,$5.00,AFF_WORK_TIER2_02,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/11/2025,Founder-,President/Founder/Owner/Chairperson,Consultancy,$5.00,AFF_WORK_TIER2_02,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/11/2025,"Director, Strategic Partnerships",C-Suite/SVP/VP/Director,Marketing Agency,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/11/2025,VP of Sales,C-Suite/SVP/VP/Director,Consultancy,$5.00,AFF_WORK_TIER2_02,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/11/2025,Digital marketing strategist,President/Founder/Owner/Chairperson,Consultancy,$5.00,AFF_WORK_TIER2_02,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/11/2025,Senior Associate,Independent Contributor/Specialist,Marketing Agency,$5.00,AFF_WORK_TIER2_01,Executive Pass II,LinkedIn,,,,,,,,,,
2/11/2025,Managing Director,President/Founder/Owner/Chairperson,Consultancy,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/11/2025,Brand & Event Marketing Lead,President/Founder/Owner/Chairperson,Marketing Agency,$5.00,AFF_WORK_TIER2_02,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/11/2025,Ecommerce Specialist,Independent Contributor/Specialist,Technology Partner,$5.00,AFF_ALL_TIER2_03,Executive Pass I,Email,,,,,,,,,,
2/11/2025,President,President/Founder/Owner/Chairperson,Consultancy,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/11/2025,Ecommerce Product Manager,Manager/Senior Manager,Retailer,$5.00,AFF_ALL_TIER2_05,Executive Pass II,Email,,,,,,,,,,
2/11/2025,Research Director,C-Suite/SVP/VP/Director,Consultancy,$716.14,DISC_25,Executive Pass I,Email,,,,,,,,,,
2/11/2025,Senior Marketing Consultant,Manager/Senior Manager,Marketing Agency,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/10/2025,Chief Brand Officer,C-Suite/SVP/VP/Director,Brand,$5.00,AFF_ALL_TIER2_05,Executive Pass I,Email,,,,,,,,,,
2/10/2025,Brand Manager,Manager/Senior Manager,Brand,$5.00,AFF_ALL_TIER2_05,Executive Pass I,Email,,,,,,,,,,
2/10/2025,Operations / Partner,President/Founder/Owner/Chairperson,Retailer,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/10/2025,Ecommerce / Marketing,Manager/Senior Manager,Retailer,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/10/2025,CCO,C-Suite/SVP/VP/Director,Technology Partner,$5.00,AFF_ALL_TIER2_06,Executive Pass III,Email,,,,,,,,,,
2/10/2025,Experience Marketing Specialist,Independent Contributor/Specialist,Brand,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/10/2025,Experience Marketing Specialist,Independent Contributor/Specialist,Brand,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/10/2025,"Head of Internet, Equity Research",C-Suite/SVP/VP/Director,Media,$45.20,ORGANIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/10/2025,Sales Director,C-Suite/SVP/VP/Director,Brand,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/9/2025,Managing Director,President/Founder/Owner/Chairperson,Consultancy,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/9/2025,Broker,Independent Contributor/Specialist,Consultancy,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/9/2025,President,President/Founder/Owner/Chairperson,Consultancy,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/9/2025,Venture Analyst,Manager/Senior Manager,Consultancy,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/9/2025,Founder,Manager/Senior Manager,Consultancy,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/8/2025,Strategist,President/Founder/Owner/Chairperson,Consultancy,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/8/2025,COO,C-Suite/SVP/VP/Director,Technology Partner,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/8/2025,Manager,Manager/Senior Manager,Marketing Agency,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/8/2025,Mr,President/Founder/Owner/Chairperson,Retailer,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/8/2025,Director,C-Suite/SVP/VP/Director,Consultancy,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/7/2025,Marketing Consultant,Independent Contributor/Specialist,Brand,$5.00,AFF_WORK_TIER2_07,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/7/2025,Senior Vice President,C-Suite/SVP/VP/Director,Consultancy,$970.39,DISC_25,Executive Pass III,LinkedIn,,,,,,,,,,
2/7/2025,Sales Development Manager,Independent Contributor/Specialist,Consultancy,$970.39,DISC_25,Executive Pass III,LinkedIn,,,,,,,,,,
2/6/2025,Chief Executive Officer,President/Founder/Owner/Chairperson,"Academia, Non-profit, or other",$970.39,DISC_25,Executive Pass III,Email,,,,,,,,,,
2/6/2025,COO,President/Founder/Owner/Chairperson,"Academia, Non-profit, or other",$970.39,DISC_25,Executive Pass III,LinkedIn,,,,,,,,,,
2/6/2025,General Manager- Branding & Packaging,Manager/Senior Manager,Brand,$45.20,ORGANIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/6/2025,Chief Revenue Officer,C-Suite/SVP/VP/Director,Consultancy,"$1,011.35",ORGANIC,Executive Pass II,LinkedIn,,,,,,,,,,
2/6/2025,Director of Partnerships,Independent Contributor/Specialist,Consultancy,$45.20,ORGANIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/6/2025,Director of Paid Media,C-Suite/SVP/VP/Director,Retailer,$5.00,AFF_ALL_TIER2_04,Executive Pass I,Email,,,,,,,,,,
2/6/2025,Sr Marketing Manager,Manager/Senior Manager,Marketing Agency,$5.00,AFF_ALL_TIER2_05,Executive Pass II,Email,,,,,,,,,,
2/6/2025,Sr Digital Strategist,Manager/Senior Manager,Marketing Agency,$5.00,AFF_ALL_TIER2_05,Executive Pass II,LinkedIn,,,,,,,,,,
2/6/2025,VP of Digital Strategy,C-Suite/SVP/VP/Director,Marketing Agency,$5.00,AFF_ALL_TIER2_05,Executive Pass II,Email,,,,,,,,,,
2/6/2025,President,President/Founder/Owner/Chairperson,Marketing Agency,$5.00,AFF_ALL_TIER2_04,Executive Pass I,Email,,,,,,,,,,
2/6/2025,President,President/Founder/Owner/Chairperson,Consultancy,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/6/2025,Design Consultant,Independent Contributor/Specialist,Consultancy,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/6/2025,Designer,Independent Contributor/Specialist,Consultancy,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/5/2025,"Founder, Solutions Architect",President/Founder/Owner/Chairperson,Technology Partner,$45.20,ORGANIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/5/2025,Growth Specialist,Independent Contributor/Specialist,Technology Partner,$45.20,ORGANIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/5/2025,Director,President/Founder/Owner/Chairperson,Consultancy,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/5/2025,Retail & Merchandise Marketing Manager,Manager/Senior Manager,Retailer,$898.35,ORGANIC,Executive Pass I,Email,,,,,,,,,,
2/5/2025,CEO,President/Founder/Owner/Chairperson,Technology Partner,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/5/2025,Director of AI Business,C-Suite/SVP/VP/Director,Technology Partner,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/5/2025,Senior Marketing & Events Manager,Manager/Senior Manager,Media,$5.00,AFF_ALL_TIER2_03,Executive Pass III,Email,,,,,,,,,,
